of,and,of the,for,in the,with,in,to,the,that,
31.319911,20.134228,13.422819,17.897092,8.948546,4.474273,20.134228,8.948546,55.928412,26.845638,
31.161473,22.662890,11.331445,25.495751,11.331445,5.665722,36.827195,19.830028,25.495751,19.830028,
68.897638,35.433071,9.842520,1.968504,11.811024,3.937008,53.149606,31.496063,64.960630,21.653543,
48.565121,37.527594,13.245033,15.452539,15.452539,4.415011,55.187638,13.245033,48.565121,22.075055,
53.658537,29.268293,14.634146,7.317073,7.317073,9.756098,34.146341,26.829268,63.414634,29.268293,
58.346840,45.380875,24.311183,8.103728,9.724473,11.345219,25.931929,19.448947,48.622366,29.173420,
40.780142,46.099291,8.865248,24.822695,7.092199,10.638298,19.503546,14.184397,47.872340,15.957447,
44.680851,48.936170,17.021277,12.765957,14.893617,25.531915,25.531915,27.659574,53.191489,27.659574,
47.468354,44.303797,9.493671,22.151899,11.075949,11.075949,42.721519,30.063291,33.227848,25.316456,
41.597338,41.597338,3.327787,13.311148,14.975042,13.311148,38.269551,16.638935,29.950083,24.958403,
49.689441,24.844720,18.633540,22.774327,12.422360,0.000000,24.844720,14.492754,43.478261,16.563147,
25.695931,49.250535,4.282655,10.706638,14.989293,19.271949,32.119914,21.413276,17.130621,14.989293,
48.780488,45.731707,16.768293,18.292683,7.621951,4.573171,44.207317,24.390244,50.304878,13.719512,
67.594433,53.677932,27.833002,11.928429,9.940358,19.880716,45.725646,13.916501,45.725646,5.964215,
35.010941,39.387309,6.564551,10.940919,6.564551,13.129103,39.387309,15.317287,45.951860,8.752735,
27.548209,46.831956,5.509642,16.528926,11.019284,13.774105,38.567493,16.528926,33.057851,35.812672,
55.335968,67.193676,15.810277,23.715415,11.857708,3.952569,55.335968,31.620553,31.620553,11.857708,
52.192067,31.315240,4.175365,22.964509,2.087683,6.263048,25.052192,18.789144,27.139875,12.526096,
16.949153,57.627119,0.000000,27.118644,6.779661,6.779661,23.728814,33.898305,16.949153,20.338983,
27.777778,45.454545,7.575758,17.676768,7.575758,20.202020,20.202020,22.727273,37.878788,37.878788,
33.816425,45.893720,12.077295,24.154589,9.661836,9.661836,19.323671,12.077295,38.647343,31.400966,
54.982818,54.982818,13.745704,13.745704,3.436426,17.182131,34.364261,24.054983,44.673540,37.800687,
44.619423,44.619423,15.748031,10.498688,2.624672,13.123360,15.748031,10.498688,34.120735,39.370079,
22.857143,42.857143,2.857143,22.857143,5.714286,22.857143,11.428571,11.428571,34.285714,34.285714,
32.407407,48.611111,6.944444,37.037037,2.314815,4.629630,11.574074,25.462963,30.092593,25.462963,
20.242915,64.777328,8.097166,28.340081,8.097166,20.242915,52.631579,24.291498,24.291498,20.242915,
58.641975,18.518519,18.518519,6.172840,15.432099,6.172840,27.777778,24.691358,43.209877,9.259259,
51.612903,45.161290,12.903226,16.129032,9.677419,12.903226,45.161290,35.483871,29.032258,22.580645,
14.893617,44.680851,0.000000,17.021277,2.127660,2.127660,10.638298,17.021277,44.680851,31.914894,
36.876356,52.060738,4.338395,6.507592,6.507592,6.507592,19.522777,19.522777,28.199566,23.861171,
57.077626,43.378995,11.415525,9.132420,0.000000,6.849315,34.246575,20.547945,38.812785,27.397260,
45.454545,33.596838,13.833992,9.881423,1.976285,11.857708,13.833992,23.715415,43.478261,31.620553,
47.138047,33.670034,3.367003,23.569024,6.734007,6.734007,16.835017,13.468013,23.569024,16.835017,
21.176471,56.470588,4.705882,18.823529,0.000000,21.176471,4.705882,25.882353,56.470588,14.117647,
44.510386,38.575668,5.934718,11.869436,2.967359,0.000000,20.771513,23.738872,44.510386,23.738872,
33.962264,30.188679,7.547170,11.320755,0.000000,3.773585,33.962264,41.509434,30.188679,45.283019,
23.809524,54.421769,3.401361,13.605442,3.401361,6.802721,13.605442,47.619048,20.408163,37.414966,
47.337278,50.295858,14.792899,8.875740,5.917160,2.958580,14.792899,11.834320,50.295858,0.000000,
36.016949,36.016949,8.474576,25.423729,2.118644,8.474576,23.305085,25.423729,44.491525,27.542373,
38.674033,19.337017,5.524862,13.812155,13.812155,8.287293,33.149171,19.337017,30.386740,22.099448,
47.029703,29.702970,12.376238,17.326733,0.000000,7.425743,22.277228,22.277228,34.653465,19.801980,
49.844237,37.383178,6.230530,34.267913,6.230530,6.230530,15.576324,31.152648,24.922118,34.267913,
61.176471,54.117647,16.470588,28.235294,2.352941,0.000000,7.058824,30.588235,44.705882,18.823529,
65.897858,24.711697,18.121911,32.948929,1.647446,1.647446,4.942339,14.827018,52.718287,18.121911,
36.175711,36.175711,15.503876,23.255814,7.751938,12.919897,15.503876,33.591731,59.431525,23.255814,
57.522124,41.297935,17.699115,22.123894,4.424779,13.274336,8.849558,17.699115,95.870206,16.224189,
44.642857,35.714286,8.928571,25.510204,1.275510,5.102041,12.755102,15.306122,49.744898,20.408163,
52.060738,39.045553,13.015184,16.268980,1.084599,7.592191,14.099783,18.438178,44.468547,22.776573,
41.666667,44.540230,10.057471,22.988506,0.000000,12.931034,4.310345,11.494253,48.850575,30.172414,
19.960080,27.944112,3.992016,31.936128,1.996008,21.956088,15.968064,25.948104,51.896208,31.936128,
51.470588,42.279412,14.705882,14.705882,0.000000,11.029412,14.705882,18.382353,42.279412,20.220588,
24.621212,45.454545,5.681818,11.363636,0.000000,5.681818,15.151515,11.363636,39.772727,17.045455,
44.973545,63.492063,2.645503,7.936508,5.291005,7.936508,15.873016,7.936508,47.619048,13.227513,
24.390244,65.040650,13.550136,8.130081,2.710027,2.710027,13.550136,43.360434,29.810298,32.520325,
51.546392,57.731959,20.618557,16.494845,4.123711,2.061856,8.247423,6.185567,61.855670,10.309278,
56.951424,35.175879,10.050251,13.400335,1.675042,10.050251,20.100503,16.750419,65.326633,20.100503,
32.846715,23.722628,3.649635,23.722628,3.649635,5.474453,10.948905,21.897810,43.795620,20.072993,
52.631579,32.667877,14.519056,21.778584,7.259528,7.259528,21.778584,10.889292,45.372051,32.667877,
52.192067,20.876827,6.263048,20.876827,10.438413,6.263048,18.789144,31.315240,56.367432,22.964509,
36.666667,30.000000,6.666667,16.666667,6.666667,13.333333,16.666667,13.333333,43.333333,30.000000,
32.786885,49.180328,4.098361,12.295082,8.196721,4.098361,26.639344,28.688525,28.688525,26.639344,
51.635112,37.865749,13.769363,15.490534,6.884682,17.211704,17.211704,25.817556,58.519793,18.932874,
47.520661,41.322314,16.528926,12.396694,10.330579,12.396694,26.859504,14.462810,55.785124,26.859504,
16.194332,72.874494,4.048583,4.048583,8.097166,28.340081,24.291498,8.097166,32.388664,32.388664,
24.489796,40.816327,9.523810,9.523810,8.163265,2.721088,31.292517,1.360544,61.224490,43.537415,
35.580524,44.943820,9.363296,16.853933,0.000000,0.000000,29.962547,3.745318,39.325843,35.580524,
39.583333,41.666667,6.250000,8.333333,10.416667,0.000000,39.583333,8.333333,29.166667,52.083333,
42.307692,53.846154,3.846154,11.538462,0.000000,0.000000,17.307692,3.846154,61.538462,75.000000,
42.229730,106.418919,15.202703,8.445946,6.756757,6.756757,21.959459,13.513514,59.121622,11.824324,
39.900249,66.084788,13.715711,1.246883,3.740648,6.234414,11.221945,21.197007,44.887781,22.443890,
34.954407,66.869301,12.158055,4.559271,3.039514,10.638298,15.197568,13.677812,39.513678,36.474164,
28.735632,126.436782,5.747126,11.494253,5.747126,2.873563,17.241379,11.494253,51.724138,11.494253,
41.379310,126.436782,13.793103,6.896552,9.195402,6.896552,18.390805,29.885057,78.160920,13.793103,
40.740741,114.814815,16.666667,11.111111,5.555556,11.111111,7.407407,11.111111,64.814815,20.370370,
79.429735,77.393075,38.696538,4.073320,4.073320,6.109980,12.219959,10.183299,59.063136,4.073320,
62.972292,100.755668,45.340050,2.518892,2.518892,15.113350,5.037783,10.075567,90.680101,2.518892,
67.567568,91.216216,25.337838,6.756757,6.756757,1.689189,15.202703,11.824324,60.810811,8.445946,
16.997167,104.815864,11.331445,2.832861,5.665722,5.665722,14.164306,11.331445,62.322946,11.331445,
29.310345,118.965517,10.344828,3.448276,5.172414,1.724138,17.241379,18.965517,55.172414,13.793103,
40.241449,90.543260,12.072435,8.048290,0.000000,12.072435,14.084507,20.120724,82.494970,14.084507,
40.892193,87.360595,24.163569,1.858736,5.576208,7.434944,13.011152,22.304833,66.914498,24.163569,
49.155146,87.557604,23.041475,12.288786,6.144393,12.288786,21.505376,10.752688,75.268817,13.824885,
67.460317,87.301587,27.777778,19.841270,0.000000,11.904762,15.873016,3.968254,71.428571,7.936508,
67.019400,93.474427,38.800705,8.818342,3.527337,3.527337,5.291005,12.345679,65.255732,5.291005,
45.977011,101.532567,24.904215,3.831418,3.831418,21.072797,9.578544,3.831418,74.712644,15.325670,
49.531459,116.465863,12.048193,18.741633,2.677376,9.370817,20.080321,4.016064,34.805890,14.725569,
55.205047,104.100946,11.041009,11.041009,3.154574,15.772871,12.618297,7.886435,63.091483,23.659306,
41.928721,102.725367,12.578616,8.385744,8.385744,4.192872,16.771488,10.482180,77.568134,14.675052,
49.399199,90.787717,24.032043,9.345794,5.340454,10.680908,9.345794,5.340454,86.782377,9.345794,
61.082024,85.514834,27.923211,12.216405,3.490401,3.490401,12.216405,8.726003,54.101222,17.452007,
