saith the,the king,saith,love,children of,the children,jesus christ,faith,he that,jesus,
0.000000,0.000000,0.000000,0.000000,1.050420,1.050420,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,5.065856,5.065856,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,27.484144,27.484144,0.000000,0.000000,2.114165,0.000000,
0.000000,6.477733,0.809717,0.000000,15.384615,15.384615,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,7.518797,7.518797,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,1.307190,1.307190,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,2.832861,2.832861,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.900901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,6.763285,6.763285,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,1.814882,1.814882,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,21.305842,20.618557,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,9.459459,10.810811,0.000000,0.000000,1.351351,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.310616,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.905797,0.000000,2.717391,0.000000,0.905797,0.905797,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.364256,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,9.803922,9.803922,0.000000,0.000000,0.000000,0.000000,
0.000000,3.696858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,1.010101,0.000000,1.010101,1.010101,0.000000,0.000000,1.010101,0.000000,
1.160093,1.160093,1.160093,0.000000,2.320186,2.320186,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,1.988072,1.988072,0.000000,0.000000,1.988072,0.000000,
0.000000,6.485084,0.000000,0.000000,1.297017,1.297017,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,1.245330,1.245330,0.000000,0.000000,0.000000,0.000000,
1.019368,3.058104,1.019368,0.000000,1.019368,1.019368,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,1.163467,0.000000,0.000000,0.581734,0.581734,0.000000,0.000000,0.000000,0.000000,
0.000000,4.733728,0.000000,1.183432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,1.436782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,2.327386,0.775795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,8.016032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,13.140604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.314060,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.512859,3.025719,1.512859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,5.889282,0.000000,0.000000,1.177856,1.177856,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,1.197605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,4.750594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,2.808989,1.404494,1.404494,0.000000,0.000000,0.000000,0.000000,
